时间,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20
2018-05-06,25.863333333333458,22.350000000000136,14.899999999999864,17.506666666666433,13.976666666666688,3.5,3.2733333333335395,4.399999999999864,0.8799999999998818,26.696666666666715,23.36666666666656,13.073333333333267,17.423333333333403,14.769999999999982,3.2100000000000364,3.8033333333330575,3.019999999999982,0.7966666666668516,29.329999999999927,27.326666666666597
2018-05-07,25.779999999999973,22.24333333333334,14.846666666666579,17.450000000000045,13.906666666666752,3.480000000000018,2.7133333333333667,4.336666666666815,0.8533333333332394,26.59666666666658,23.226666666666688,13.036666666666633,17.350000000000136,14.710000000000036,3.190000000000282,3.4833333333333485,2.933333333333394,0.6300000000001091,29.079999999999927,27.136666666666542
2018-05-08,25.673333333333176,22.1400000000001,14.796666666666624,17.366666666666788,13.839999999999918,3.4600000000000364,2.300000000000182,4.27666666666687,0.8699999999998909,26.45666666666648,23.10666666666657,13.000000000000227,17.256666666666888,14.649999999999864,3.163333333333185,3.2666666666666515,2.883333333333212,0.6133333333334576,28.980000000000018,27.073333333333267
2018-05-09,25.536666666666633,22.02666666666687,14.75,17.25999999999999,13.766666666666652,3.439999999999827,1.9866666666669062,4.223333333333358,0.8733333333332212,26.283333333333076,23.00333333333333,12.959999999999809,17.15000000000009,14.579999999999927,3.1433333333334303,3.199999999999818,2.8299999999999272,0.6166666666667879,28.889999999999873,27.00333333333333
2018-05-10,25.386666666666542,21.933333333333394,14.696666666666715,17.1400000000001,13.700000000000045,3.4200000000000728,1.7700000000002092,4.173333333333403,0.8799999999998818,26.09666666666658,22.920000000000073,12.926666666666506,17.029999999999973,14.509999999999991,3.123333333333221,3.119999999999891,2.769999999999982,0.606666666666797,28.99000000000001,27.076666666666597
2018-05-11,25.256666666666433,21.90000000000009,14.646666666666533,17.029999999999973,13.639999999999873,3.3999999999998636,1.856666666666797,4.126666666666779,0.8733333333332212,25.926666666666506,22.936666666666724,12.886666666666542,16.923333333333403,14.453333333333603,3.1033333333332394,3.1699999999998454,2.7100000000000364,0.5933333333334758,29.686666666666724,27.586666666666588
2018-05-12,25.146666666666533,21.923333333333403,14.596666666666579,16.933333333333394,13.579999999999927,3.383333333333212,2.700000000000273,4.086666666666815,0.8599999999999,25.789999999999964,23.046666666666624,12.846666666666579,16.830000000000155,14.39666666666676,3.086666666666588,3.533333333333303,2.666666666666515,0.5466666666668516,30.40666666666675,28.106666666666797
2018-05-13,25.089999999999918,21.963333333333594,14.553333333333285,16.850000000000136,13.519999999999982,3.3633333333332303,4.0,4.036666666666861,0.8233333333332666,25.7199999999998,23.170000000000073,12.809999999999945,16.756666666666433,14.339999999999918,3.0699999999999363,4.406666666666524,2.623333333333221,0.4900000000000091,30.99000000000001,28.51333333333332
2018-05-14,25.1099999999999,22.039999999999964,14.50666666666666,16.823333333333267,13.473333333333358,3.3466666666665787,5.683333333333394,4.013333333333549,0.7866666666666333,25.75666666666666,23.339999999999918,12.769999999999982,16.74000000000001,14.296666666666397,3.0466666666666242,5.893333333333203,2.5833333333332575,0.4700000000000273,31.833333333333258,29.14666666666676
2018-05-15,25.23999999999978,22.125000000000227,14.464999999999918,16.860000000000127,13.409999999999854,3.3250000000000455,7.639999999999873,3.974999999999909,0.7699999999999818,25.906666666666524,23.526666666666642,12.74333333333334,16.789999999999964,14.279999999999973,3.0266666666666424,7.460000000000036,2.5433333333330665,0.4833333333333485,32.36999999999989,29.569999999999936
2018-05-16,25.37999999999988,22.15666666666675,14.433333333333167,16.933333333333394,13.35333333333324,3.306666666666615,8.11999999999989,3.923333333333403,0.7699999999999818,26.129999999999654,23.683333333333394,12.709999999999809,16.87666666666678,14.333333333333258,3.0066666666666606,8.08666666666636,2.599999999999909,0.4933333333333394,32.49000000000001,29.669999999999845
2018-05-17,25.59666666666658,22.15000000000009,14.396666666666533,17.066666666666606,13.289999999999964,3.293333333333294,8.056666666666843,3.8533333333334667,0.7699999999999818,26.413333333333185,23.660000000000082,12.679999999999836,17.01333333333355,14.266666666666652,2.990000000000009,8.043333333333067,2.5033333333333303,0.5,32.26999999999998,29.51666666666665
2018-05-18,25.819999999999936,22.116666666666788,14.35333333333324,17.23666666666668,13.230000000000018,3.2666666666666515,7.613333333333458,3.806666666666615,0.7766666666666424,26.72666666666646,23.586666666666815,12.649999999999864,17.183333333333394,14.210000000000036,2.9733333333333576,7.653333333333194,2.369999999999891,0.5,31.933333333333394,29.25666666666666
2018-05-19,25.99499999999989,22.073333333333494,14.319999999999936,17.40666666666675,13.186666666666724,3.2533333333333303,7.03333333333353,3.7633333333335486,0.7799999999999727,27.0,23.49000000000001,12.61333333333323,17.336666666666815,14.166666666666742,2.956666666666706,7.1400000000001,2.263333333333321,0.506666666666888,31.559999999999945,28.98333333333312
2018-05-20,26.179999999999836,22.02000000000021,14.279999999999973,17.553333333333285,13.146666666666533,3.2333333333333485,6.370000000000118,3.7300000000002456,0.7899999999999636,27.20333333333315,23.37666666666678,12.580000000000155,17.453333333333376,14.120000000000118,2.943333333333385,6.533333333333303,2.1799999999998363,0.5233333333333121,31.14333333333343,28.676666666666733
2018-05-21,26.289999999999964,21.953333333333376,14.254999999999882,17.65000000000009,13.10666666666657,3.2133333333333667,5.693333333333385,3.693333333333385,0.8299999999999272,27.319999999999936,23.24333333333334,12.549999999999955,17.526666666666642,14.079999999999927,2.9266666666667334,5.8333333333332575,2.099999999999909,0.533333333333303,30.65000000000009,28.323333333333267
2018-05-22,26.316666666666606,21.836666666666815,14.210000000000036,17.683333333333394,13.063333333333276,3.196666666666715,4.743333333333567,3.6700000000000728,0.8666666666665606,27.336666666666588,23.049999999999955,12.509999999999991,17.533333333333303,14.036666666666633,2.910000000000082,4.949999999999818,2.0266666666666424,0.5566666666668425,29.819999999999936,27.700000000000045
2018-05-23,26.266666666666424,21.710000000000036,14.166666666666515,17.666666666666742,13.033333333333303,3.1799999999998363,3.716666666666697,3.6700000000000728,0.8566666666665697,27.25666666666666,22.833333333333258,12.480000000000018,17.49000000000001,14.0,2.8966666666667606,4.203333333333148,1.9866666666666788,0.5133333333333212,29.183333333333394,27.206666666666706
2018-05-24,26.154999999999745,21.600000000000136,14.129999999999882,17.59999999999991,13.009999999999991,3.1649999999997362,2.910000000000082,3.660000000000082,0.8199999999999363,27.090000000000146,22.656666666666524,12.446666666666488,17.40666666666675,13.980000000000246,2.8833333333334394,3.7033333333331484,1.9533333333333758,0.5133333333333212,28.809999999999945,26.920000000000073
2018-05-25,25.99666666666667,21.503333333333558,14.099999999999909,17.50333333333333,12.983333333333348,3.1466666666665333,2.3300000000001546,3.6200000000001182,0.8199999999999363,26.889999999999873,22.539999999999964,12.416666666666515,17.306666666666615,13.956666666666706,2.8666666666665606,3.4333333333331666,1.9366666666667243,0.5266666666666424,28.726666666666688,26.88333333333344
2018-05-26,25.803333333333285,21.40666666666675,14.059999999999945,17.363333333333458,12.943333333333385,3.130000000000109,1.9100000000000819,3.596666666666806,0.8333333333332575,26.636666666666542,22.439999999999827,12.379999999999882,17.163333333333412,13.916666666666742,2.8566666666665697,3.2033333333331484,1.916666666666515,0.5266666666666424,28.59333333333325,26.783333333333303
2018-05-27,25.586666666666815,21.323333333333494,14.019999999999982,17.206666666666706,12.906666666666524,3.1133333333332303,1.6000000000001364,3.5800000000001546,0.8133333333332757,26.3599999999999,22.339999999999918,12.346666666666579,17.006666666666888,13.870000000000118,2.8466666666665787,2.9033333333334213,1.893333333333203,0.5166666666666515,28.460000000000036,26.666666666666742
2018-05-28,25.36666666666656,21.24666666666667,13.983333333333348,17.036666666666633,12.86999999999989,3.099999999999909,1.3500000000001364,3.5666666666668334,0.7966666666666242,26.089999999999918,22.25666666666666,12.309999999999945,16.84666666666658,13.826666666666597,2.8333333333332575,2.6466666666665333,1.883333333333212,0.5099999999999909,28.40000000000009,26.606666666666797
2018-05-29,25.163333333333185,21.200000000000045,13.950000000000045,16.88000000000011,12.833333333333258,3.0833333333332575,1.2133333333333667,3.5566666666668425,0.7950000000000728,25.833333333333258,22.24000000000001,12.269999999999982,16.696666666666715,13.789999999999964,2.8199999999999363,2.5333333333330756,1.8633333333332303,0.493333333333112,28.779999999999973,26.889999999999873
2018-05-30,24.98333333333335,21.22666666666646,13.913333333333185,16.73666666666668,12.796666666666397,3.066666666666606,1.7133333333333667,3.5333333333335304,0.8199999999999363,25.62666666666655,22.34666666666658,12.240000000000009,16.573333333333494,13.75,2.806666666666615,2.863333333333003,1.8399999999999181,0.4966666666666697,29.829999999999927,27.666666666666742
