,H
2017-03-23,19.411666666666633
2017-03-24,19.037999999999784
2017-03-25,18.610666666666475
2017-03-26,18.15300000000002
2017-03-27,17.628333333333103
2017-03-28,16.8596666666665
2017-03-29,16.096333333333178
2017-03-30,15.182999999999765
2017-03-31,14.249333333333198
2017-04-01,13.298666666666577
2017-04-02,12.576333333333196
2017-04-03,11.982666666666546
2017-04-04,11.438333333333276
2017-04-05,10.967666666666446
2017-04-06,10.602999999999838
2017-04-07,10.274333333333061
2017-04-08,9.923333333333403
2017-04-09,9.56066666666652
2017-04-10,9.17566666666653
2017-04-11,8.72533333333331
2017-04-12,8.22333333333313
2017-04-13,7.7719999999999345
2017-04-14,7.457666666666455
2017-04-15,7.341999999999871
2017-04-16,7.569333333333134
2017-04-17,8.394666666666353
2017-04-18,10.14799999999991
2017-04-19,12.277666666666619
2017-04-20,13.486333333333278
2017-04-21,14.253666666666732
2017-04-22,14.894000000000005
2017-04-23,15.764666666666699
2017-04-24,16.639999999999873
2017-04-25,17.173999999999978
2017-04-26,17.79899999999975
2017-04-27,18.69566666666651
2017-04-28,19.695999999999913
2017-04-29,20.671666666666397
2017-04-30,21.52299999999991
2017-05-01,22.032666666666728
2017-05-02,21.972666666666555
2017-05-03,21.560999999999922
2017-05-04,20.96066666666661
2017-05-05,20.41266666666661
2017-05-06,19.91566666666654
2017-05-07,19.45399999999995
2017-05-08,19.115333333333183
2017-05-09,19.098999999999933
2017-05-10,19.28433333333328
2017-05-11,19.463999999999942
2017-05-12,19.931666666666615
2017-05-13,20.508000000000038
2017-05-14,21.256666666666433
2017-05-15,22.308666666666568
2017-05-16,23.490666666666584
2017-05-17,24.661666666666633
2017-05-18,25.727666666666664
2017-05-19,26.500333333333174
2017-05-20,26.568666666666786
2017-05-21,25.83366666666666
2017-05-22,24.791666666666742
2017-05-23,23.798666666666577
2017-05-24,23.031666666666524
2017-05-25,22.461000000000013
2017-05-26,21.69366666666633
2017-05-27,20.673666666666804
2017-05-28,19.345000000000027
2017-05-29,17.567999999999984
2017-05-30,16.160333333333483
2017-05-31,15.704666666666526
2017-06-01,15.531333333333123
2017-06-02,14.998333333333221
2017-06-03,14.957000000000107
2017-06-04,15.105333333333192
2017-06-05,15.39333333333343
2017-06-06,15.908999999999878
2017-06-07,16.277000000000044
2017-06-08,17.646666666666533
2017-06-09,18.26599999999985
2017-06-10,18.740999999999758
2017-06-11,19.414999999999964
2017-06-12,19.96666666666647
2017-06-13,20.055999999999813
2017-06-14,20.126999999999725
2017-06-15,20.2203333333332
2017-06-16,20.18433333333337
2017-06-17,19.814333333333252
2017-06-18,19.394999999999754
2017-06-19,18.782333333333327
2017-06-20,18.16099999999983
2017-06-21,17.657333333333327
2017-06-22,17.195333333333338
2017-06-23,16.702666666666573
2017-06-24,16.799666666666553
2017-06-25,17.35633333333317
2017-06-26,17.609666666666726
2017-06-27,16.44566666666651
2017-06-28,15.134999999999991
2017-06-29,15.71366666666654
2017-06-30,17.24833333333322
2017-07-01,16.146333333333132
2017-07-02,15.456666666666706
2017-07-03,14.638333333333321
2017-07-04,12.347666666666555
2017-07-05,11.701666666666597
2017-07-06,11.829666666666526
2017-07-07,12.12166666666667
2017-07-08,12.338333333333367
2017-07-09,12.339500000000044
2017-07-10,12.555333333333465
2017-07-11,12.634000000000015
2017-07-12,13.023999999999887
2017-07-13,13.41399999999976
2017-07-14,13.167666666666491
2017-07-15,13.059999999999945
2017-07-16,12.879999999999882
2017-07-17,12.081333333333305
2017-07-18,12.153666666666595
2017-07-19,12.9223333333332
2017-07-20,13.550666666666757
2017-07-21,13.736333333333278
2017-07-22,13.0625
2017-07-23,12.839999999999918
2017-07-24,12.219666666666626
2017-07-25,13.430999999999813
2017-07-26,14.46666666666647
2017-07-27,13.381333333333487
2017-07-28,12.24499999999989
2017-07-29,11.1400000000001
2017-07-30,11.74033333333341
2017-07-31,12.417666666666491
2017-08-01,12.939000000000078
2017-08-02,12.13599999999974
2017-08-03,10.85499999999979
2017-08-04,9.874333333333198
2017-08-05,9.938666666666677
2017-08-06,14.571333333333314
2017-08-07,16.755333333333283
2017-08-08,15.192333333333181
2017-08-09,13.652333333333218
2017-08-10,13.28466666666668
2017-08-11,13.2976666666666
2017-08-12,13.365000000000009
2017-08-13,15.061333333333096
2017-08-14,16.6099999999999
2017-08-15,16.60366666666664
2017-08-16,15.671999999999798
2017-08-17,14.252333333333127
2017-08-18,13.789333333333389
2017-08-19,15.020666666666557
2017-08-20,15.332666666666682
2017-08-21,15.154666666666571
2017-08-22,16.180000000000064
2017-08-23,18.198666666666668
2017-08-24,19.817000000000007
2017-08-25,20.711666666666815
2017-08-26,20.430333333333465
2017-08-27,18.829999999999927
2017-08-28,19.6400000000001
2017-08-29,21.527333333333218
2017-08-30,23.59699999999998
2017-08-31,25.394333333333407
2017-09-01,26.298000000000002
2017-09-02,26.589999999999918
2017-09-03,26.59199999999987
2017-09-04,26.52599999999984
2017-09-05,26.439999999999827
2017-09-06,26.376999999999953
2017-09-07,26.34666666666658
2017-09-08,26.259000000000015
2017-09-09,26.194666666666535
2017-09-10,26.09333333333325
2017-09-11,26.027333333333218
2017-09-12,25.98999999999978
2017-09-13,26.007666666666637
2017-09-14,26.01133333333314
2017-09-15,26.02299999999991
2017-09-16,25.899999999999864
2017-09-17,25.36166666666668
2017-09-18,24.486333333333278
2017-09-19,24.176666666666506
2017-09-20,23.992999999999938
2017-09-21,23.756999999999834
2017-09-22,23.461333333333414
2017-09-23,23.143333333333203
2017-09-24,22.80066666666653
2017-09-25,22.427999999999884
2017-09-26,22.11499999999978
2017-09-27,21.727666666666664
2017-09-28,21.270999999999958
2017-09-29,20.7973333333332
2017-09-30,20.45900000000006
2017-10-01,20.2346666666665
2017-10-02,20.357333333333145
2017-10-03,20.83366666666643
2017-10-04,21.30933333333337
2017-10-05,21.789999999999964
2017-10-06,22.29099999999994
2017-10-07,22.798666666666577
2017-10-08,23.316333333333205
2017-10-09,23.787000000000035
2017-10-10,24.192666666666582
2017-10-11,24.595000000000027
2017-10-12,24.955666666666502
2017-10-13,25.296666666666397
2017-10-14,25.641999999999825
2017-10-15,25.726333333333287
2017-10-16,25.673333333333176
2017-10-17,25.62266666666642
2017-10-18,25.581333333333305
2017-10-19,25.540333333333137
2017-10-20,25.58533333333321
2017-10-21,25.581333333333305
2017-10-22,25.52266666666651
2017-10-23,25.503333333333103
2017-10-24,25.51099999999974
2017-10-25,25.540333333333137
2017-10-26,25.50133333333315
2017-10-27,25.495333333333292
2017-10-28,25.524999999999864
2017-10-29,25.549999999999955
2017-10-30,25.530666666666548
2017-10-31,25.487333333333254
2017-11-01,25.475999999999885
2017-11-02,25.48400000000015
2017-11-03,25.48199999999997
2017-11-04,25.45033333333322
2017-11-05,25.44066666666663
2017-11-06,25.458333333333258
2017-11-07,25.419000000000096
2017-11-08,25.408999999999878
2017-11-09,25.438666666666677
2017-11-10,25.39933333333306
2017-11-11,25.12299999999982
2017-11-12,24.66233333333321
2017-11-13,24.154999999999973
2017-11-14,23.638333333333094
2017-11-15,23.097999999999956
2017-11-16,22.568999999999733
2017-11-17,22.11499999999978
2017-11-18,21.617666666666764
2017-11-19,21.08366666666643
2017-11-20,20.54866666666635
2017-11-21,19.97499999999991
2017-11-22,19.376666666666324
2017-11-23,18.743333333333112
2017-11-24,18.07899999999995
2017-11-25,17.28599999999983
2017-11-26,16.683666666666568
2017-11-27,15.96699999999987
2017-11-28,15.245333333333292
2017-11-29,14.452999999999975
2017-11-30,13.537000000000035
2017-12-01,12.405666666666548
2017-12-02,10.819333333333134
2017-12-03,9.841333333333523
2017-12-04,9.008999999999787
2017-12-05,8.48833333333323
2017-12-06,9.077999999999975
2017-12-07,10.445333333333338
2017-12-08,11.638666666666495
2017-12-09,12.501666666666551
2017-12-10,13.270666666666557
2017-12-11,13.95033333333322
2017-12-12,14.493000000000166
2017-12-13,15.01966666666658
2017-12-14,15.52299999999991
2017-12-15,15.990000000000009
2017-12-16,16.401666666666642
2017-12-17,16.776999999999816
2017-12-18,17.146999999999935
2017-12-19,17.491999999999962
2017-12-20,17.780333333333374
2017-12-21,18.04399999999987
2017-12-22,18.351666666666688
2017-12-23,18.646999999999935
2017-12-24,18.867666666666537
2017-12-25,19.102666666666664
2017-12-26,19.30899999999997
2017-12-27,19.49666666666667
2017-12-28,19.84033333333332
2017-12-29,20.14899999999966
2017-12-30,20.34366666666665
2017-12-31,20.4996666666666
2018-01-01,20.699999999999818
2018-01-02,20.88799999999992
2018-01-03,21.08566666666661
2018-01-04,21.224666666666735
2018-01-05,21.426333333333332
2018-01-06,21.666999999999916
2018-01-07,21.807999999999993
2018-01-08,21.966333333333296
2018-01-09,22.126999999999725
2018-01-10,22.264999999999645
2018-01-11,22.383000000000038
2018-01-12,22.47299999999973
2018-01-13,22.602999999999838
2018-01-14,22.700999999999794
2018-01-15,22.84199999999987
2018-01-16,22.913999999999987
2018-01-17,23.09133333333307
2018-01-18,23.244333333333316
2018-01-19,23.354000000000042
2018-01-20,23.452999999999747
2018-01-21,23.54433333333327
2018-01-22,23.64766666666651
2018-01-23,23.764333333333298
2018-01-24,23.879333333333307
2018-01-25,24.01800000000003
2018-01-26,24.144666666666353
2018-01-27,24.29266666666649
2018-01-28,24.462333333333163
2018-01-29,24.59866666666653
2018-01-30,24.740333333333183
2018-01-31,24.787999999999784
2018-02-01,24.84400000000005
2018-02-02,24.932999999999993
2018-02-03,24.94699999999989
2018-02-04,24.99799999999982
2018-02-05,25.021666666666533
2018-02-06,25.001999999999953
2018-02-07,24.991999999999962
2018-02-08,25.01599999999985
2018-02-09,25.035333333333256
2018-02-10,25.076999999999998
2018-02-11,25.07899999999995
2018-02-12,25.055333333333238
2018-02-13,24.982333333333372
2018-02-14,24.99799999999982
2018-02-15,25.001999999999953
2018-02-16,25.031333333333123
2018-02-17,25.076666666666597
2018-02-18,25.07266666666669
2018-02-19,25.082000000000107
2018-02-20,25.123666666666622
2018-02-21,25.113999999999805
2018-02-22,25.06866666666656
2018-02-23,25.07833333333315
2018-02-24,25.084333333333234
2018-02-25,25.07066666666651
2018-02-26,25.067000000000007
2018-02-27,25.054999999999836
2018-02-28,25.07066666666651
2018-03-01,25.084333333333234
2018-03-02,25.015333333333274
2018-03-03,25.025333333333265
2018-03-04,25.09400000000005
2018-03-05,25.08233333333328
2018-03-06,24.916999999999916
2018-03-07,24.68266666666659
2018-03-08,24.3929999999998
2018-03-09,24.09866666666653
2018-03-10,23.795666666666648
2018-03-11,23.529999999999973
2018-03-12,23.257249999999885
2018-03-13,22.98849999999993
2018-03-14,22.72849999999994
2018-03-15,22.470000000000027
2018-03-16,22.217999999999847
2018-03-17,21.987666666666655
2018-03-18,21.756999999999834
2018-03-19,21.52924999999982
2018-03-20,21.30433333333326
2018-03-21,21.058333333333394
2018-03-22,20.789999999999964
2018-03-23,20.46225000000004
2018-03-24,20.08699999999999
2018-03-25,19.71699999999987
2018-03-26,19.273333333333312
2018-03-27,18.735999999999876
2018-03-28,18.214999999999918
2018-03-29,17.743999999999915
2018-03-30,17.288333333333185
2018-03-31,16.74633333333327
2018-04-01,15.984333333333097
2018-04-02,15.182999999999993
2018-04-03,14.426666666666506
2018-04-04,13.495666666666466
2018-04-05,12.240333333333183
2018-04-06,10.334666666666635
2018-04-07,9.115666666666584
2018-04-08,8.269333333333407
2018-04-09,7.772999999999911
2018-04-10,7.480000000000018
2018-04-11,7.259333333333188
2018-04-12,7.119333333333316
2018-04-13,6.935333333333347
2018-04-14,6.683333333333167
2018-04-15,6.457333333333509
2018-04-16,6.2946666666666715
2018-04-17,6.254999999999882
2018-04-18,7.064333333333025
2018-04-19,8.040333333333137
2018-04-20,8.56033333333312
2018-04-21,8.403999999999769
2018-04-22,8.029666666666571
2018-04-23,7.665666666666539
2018-04-24,7.436333333333096
2018-04-25,8.207666666666455
2018-04-26,9.8126666666667
2018-04-27,11.521999999999935
2018-04-28,12.56566666666663
2018-04-29,12.656999999999925
2018-04-30,12.127666666666528
2018-05-01,11.641999999999825
2018-05-02,11.391666666666424
2018-05-03,11.15433333333317
2018-05-04,10.144999999999754
2018-05-05,9.006999999999834
2018-05-06,8.334666666666635
2018-05-07,7.8659999999999854
2018-05-08,7.556333333333214
2018-05-09,7.285333333333256
2018-05-10,7.64133333333325
2018-05-11,9.08666666666636
2018-05-12,10.46566666666672
2018-05-13,11.903333333332967
2018-05-14,13.693333333333385
2018-05-15,15.13299999999981
2018-05-16,15.254999999999882
2018-05-17,14.864333333333207
2018-05-18,14.198999999999842
2018-05-19,13.40433333333317
2018-05-20,12.410333333333256
2018-05-21,10.941333333333205
2018-05-22,9.333666666666659
2018-05-23,8.21666666666647
2018-05-24,7.466999999999871
2018-05-25,7.055666666666639
2018-05-26,6.722333333333154
2018-05-27,6.443333333333385
2018-05-28,6.40433333333317
2018-05-29,7.217999999999847
2018-05-30,9.055499999999938
2018-05-31,9.903999999999769
2018-06-01,9.839333333333116
2018-06-02,9.46366666666654
2018-06-03,9.263500000000022
2018-06-04,9.454999999999927
2018-06-05,10.20366666666655
2018-06-06,10.99133333333316
2018-06-07,11.586000000000013
2018-06-08,11.959333333333234
2018-06-09,11.96566666666672
2018-06-10,11.568999999999733
2018-06-11,10.943999999999733
2018-06-12,10.82866666666655
2018-06-13,10.847666666666555
2018-06-14,11.370333333333292
2018-06-15,11.395999999999958
2018-06-16,10.824333333333243
2018-06-17,11.884000000000015
2018-06-18,15.352599999999711
2018-06-19,15.501999999999725
2018-06-20,14.566666666666379
2018-06-21,15.493999999999915
2018-06-22,16.646666666666533
2018-06-23,15.739499999999907
2018-06-24,12.44066666666663
2018-06-25,10.389499999999998
2018-06-26,9.591249999999945
2018-06-27,8.792999999999893
2018-06-28,8.545333333333247
2018-06-29,8.210666666666611
2018-06-30,7.837999999999965
2018-07-01,7.584666666666635
2018-07-02,7.270333333333156
2018-07-03,6.9659999999998945
2018-07-04,6.698333333333267
2018-07-05,6.487666666666655
2018-07-06,6.280999999999949
2018-07-07,6.061333333333323
2018-07-08,5.900666666666666
2018-07-09,7.272333333333108
2018-07-10,8.517000000000053
2018-07-11,8.180000000000064
2018-07-12,7.79433333333327
2018-07-13,7.405999999999949
2018-07-14,7.013999999999896
2018-07-15,6.643666666666604
2018-07-16,6.2903333333331375
2018-07-17,5.977666666666664
2018-07-18,5.708666666666659
2018-07-19,5.501333333333378
2018-07-20,5.2826666666665005
2018-07-21,5.0856666666666115
2018-07-22,4.89766666666651
2018-07-23,4.727000000000089
2018-07-24,4.564999999999827
2018-07-25,4.433999999999969
2018-07-26,4.476999999999862
2018-07-27,5.747857142856901
2018-07-28,7.018714285713941
2018-07-29,8.28957142857098
2018-07-30,9.56042857142802
2018-07-31,10.831285714285059
2018-08-01,12.102142857142098
2018-08-02,13.37299999999982
2018-08-03,
2018-08-04,
2018-08-05,
2018-08-06,
2018-08-07,
2018-08-08,
2018-08-09,
2018-08-10,
2018-08-11,
2018-08-12,
2018-08-13,
2018-08-14,
2018-08-15,
2018-08-16,
2018-08-17,
2018-08-18,
2018-08-19,
2018-08-20,
2018-08-21,
2018-08-22,
2018-08-23,
2018-08-24,
2018-08-25,
2018-08-26,
2018-08-27,
2018-08-28,
2018-08-29,12.118999999999915
2018-08-30,
2018-08-31,
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,
2018-09-05,
2018-09-06,
2018-09-07,
2018-09-08,
2018-09-09,
2018-09-10,
2018-09-11,
2018-09-12,
2018-09-13,
2018-09-14,
2018-09-15,
2018-09-16,
2018-09-17,
2018-09-18,
2018-09-19,
2018-09-20,
2018-09-21,
2018-09-22,
2018-09-23,
2018-09-24,
2018-09-25,
2018-09-26,
2018-09-27,
2018-09-28,
2018-09-29,
2018-09-30,
2018-10-01,
2018-10-02,
2018-10-03,
2018-10-04,
2018-10-05,
2018-10-06,
2018-10-07,
2018-10-08,
2018-10-09,
2018-10-10,
2018-10-11,
2018-10-12,
2018-10-13,
2018-10-14,
2018-10-15,
2018-10-16,
2018-10-17,
2018-10-18,
2018-10-19,
2018-10-20,
2018-10-21,
2018-10-22,
2018-10-23,
2018-10-24,
2018-10-25,
2018-10-26,
2018-10-27,
2018-10-28,
2018-10-29,
2018-10-30,
2018-10-31,
2018-11-01,
2018-11-02,
2018-11-03,
2018-11-04,
2018-11-05,
2018-11-06,
2018-11-07,
2018-11-08,
2018-11-09,
2018-11-10,
2018-11-11,
2018-11-12,
2018-11-13,
2018-11-14,
2018-11-15,
2018-11-16,
2018-11-17,
2018-11-18,
2018-11-19,
2018-11-20,
2018-11-21,
2018-11-22,
2018-11-23,
2018-11-24,
2018-11-25,
2018-11-26,11.627999999999929
2018-11-27,10.819999999999936
2018-11-28,10.17899999999986
2018-11-29,9.324999999999818
2018-11-30,8.760999999999967
2018-12-01,8.15300000000002
2018-12-02,7.369999999999891
2018-12-03,7.069999999999936
2018-12-04,6.586000000000013
2018-12-05,6.157999999999902
2018-12-06,5.819999999999936
2018-12-07,5.557999999999993
2018-12-08,5.658999999999878
2018-12-09,6.41599999999994
2018-12-10,7.783999999999878
2018-12-11,9.107999999999947
2018-12-12,10.225999999999885
2018-12-13,11.059999999999945
2018-12-14,11.75799999999981
2018-12-15,12.375999999999976
2018-12-16,12.911999999999807
2018-12-17,13.40300000000002
2018-12-18,13.875999999999976
2018-12-19,14.288000000000011
2018-12-20,14.721000000000004
2018-12-21,15.153999999999996
2018-12-22,15.607999999999947
2018-12-23,15.946999999999889
2018-12-24,16.240999999999985
2018-12-25,16.548999999999978
2018-12-26,16.815999999999804
2018-12-27,17.145499999999856
2018-12-28,17.47499999999991
2018-12-29,17.72199999999998
2018-12-30,17.940999999999804
2018-12-31,18.184999999999945
2019-01-01,18.399999999999864
2019-01-02,18.57899999999995
2019-01-03,18.798000000000002
2019-01-04,19.01299999999992
2019-01-05,19.12299999999982
2019-01-06,19.352999999999838
2019-01-07,19.55899999999997
2019-01-08,19.664999999999964
2019-01-09,19.78099999999995
2019-01-10,19.92599999999993
2019-01-11,20.039999999999964
2019-01-12,20.105999999999995
2019-01-13,20.128999999999905
2019-01-14,20.158999999999878
2019-01-15,20.120999999999867
2019-01-16,20.064999999999827
2019-01-17,20.052999999999884
2019-01-18,20.051999999999907
2019-01-19,20.044999999999845
2019-01-20,20.124000000000024
2019-01-21,20.054999999999836
2019-01-22,20.029999999999973
2019-01-23,19.991999999999962
2019-01-24,20.003999999999905
2019-01-25,20.059999999999945
2019-01-26,20.062999999999874
2019-01-27,20.04599999999982
2019-01-28,20.021999999999935
2019-01-29,19.968999999999824
2019-01-30,20.029999999999973
2019-01-31,20.03099999999995
2019-02-01,19.911999999999807
2019-02-02,19.909999999999854
2019-02-03,19.932999999999993
2019-02-04,19.894000000000005
2019-02-05,19.836000000000013
2019-02-06,19.801999999999907
2019-02-07,19.82899999999995
2019-02-08,19.865999999999985
2019-02-09,19.868999999999915
2019-02-10,19.8599999999999
2019-02-11,19.819999999999936
2019-02-12,19.826000000000022
2019-02-13,19.80399999999986
2019-02-14,19.865999999999985
2019-02-15,19.8449999999998
2019-02-16,19.863999999999805
2019-02-17,19.88799999999992
2019-02-18,19.829999999999927
2019-02-19,19.836000000000013
2019-02-20,19.906999999999925
2019-02-21,19.926999999999907
2019-02-22,19.971000000000004
2019-02-23,20.014999999999873
2019-02-24,20.024999999999864
2019-02-25,20.019000000000005
2019-02-26,20.029999999999973
2019-02-27,20.028999999999996
2019-02-28,20.020999999999958
2019-03-01,20.03599999999983
2019-03-02,20.04399999999987
2019-03-03,20.026999999999816
2019-03-04,20.09199999999987
2019-03-05,20.154999999999973
2019-03-06,20.092999999999847
2019-03-07,19.96699999999987
2019-03-08,19.84199999999987
2019-03-09,19.745999999999867
2019-03-10,19.653999999999996
2019-03-11,19.51599999999985
2019-03-12,19.371999999999844
2019-03-13,19.302999999999884
2019-03-14,19.208999999999833
2019-03-15,19.076000000000022
2019-03-16,18.947999999999865
2019-03-17,18.73199999999997
2019-03-18,18.434999999999945
2019-03-19,18.116999999999962
2019-03-20,17.934999999999945
2019-03-21,17.69699999999989
2019-03-22,17.462999999999965
2019-03-23,17.201999999999998
2019-03-24,16.895999999999958
2019-03-25,16.613999999999805
2019-03-26,16.337999999999965
2019-03-27,16.048000000000002
2019-03-28,15.717999999999847
2019-03-29,15.407999999999902
2019-03-30,15.100999999999885
2019-03-31,14.808999999999969
2019-04-01,14.54099999999994
2019-04-02,14.259000000000015
2019-04-03,13.923499999999876
2019-04-04,13.740000000000009
2019-04-05,13.430999999999813
2019-04-06,13.163000000000011
2019-04-07,13.06899999999996
2019-04-08,12.964999999999918
2019-04-09,12.792999999999893
2019-04-10,12.576000000000022
2019-04-11,12.310999999999922
2019-04-12,12.038000000000011
2019-04-13,11.83199999999988
2019-04-14,11.574999999999818
2019-04-15,11.284999999999854
2019-04-16,11.215999999999894
2019-04-17,11.189999999999827
2019-04-18,11.483999999999924
2019-04-19,11.682000000000016
2019-04-20,11.731999999999971
2019-04-21,11.871999999999844
2019-04-22,12.05099999999993
2019-04-23,12.159999999999854
2019-04-24,12.242999999999938
2019-04-25,12.338999999999942
2019-04-26,12.898999999999887
2019-04-27,13.295999999999822
2019-04-28,13.294999999999845
2019-04-29,13.03599999999983
2019-04-30,12.707999999999856
2019-05-01,12.3449999999998
2019-05-02,12.021999999999935
2019-05-03,11.592999999999847
2019-05-04,11.396999999999935
2019-05-05,11.192999999999984
2019-05-06,10.848999999999933
2019-05-07,10.385999999999967
2019-05-08,9.945999999999913
2019-05-09,9.715999999999894
2019-05-10,9.396999999999935
2019-05-11,9.398999999999887
2019-05-12,10.263999999999896
2019-05-13,11.384000000000015
2019-05-14,12.39799999999991
2019-05-15,13.02299999999991
2019-05-16,14.238999999999805
2019-05-17,15.903999999999996
2019-05-18,17.38499999999999
2019-05-19,18.513999999999896
2019-05-20,19.679999999999836
2019-05-21,20.878999999999905
2019-05-22,22.076000000000022
2019-05-23,23.66599999999994
2019-05-24,24.416999999999916
2019-05-25,24.480999999999995
2019-05-26,24.411999999999807
2019-05-27,24.29599999999982
2019-05-28,24.02800000000002
2019-05-29,23.5179999999998
2019-05-30,23.32199999999989
2019-05-31,23.472999999999956
2019-06-01,23.728999999999814
2019-06-02,23.48799999999983
2019-06-03,23.01299999999992
2019-06-04,23.153999999999996
2019-06-05,23.569999999999936
2019-06-06,23.48199999999997
2019-06-07,23.014999999999873
2019-06-08,22.541999999999916
2019-06-09,21.755999999999858
2019-06-10,21.009000000000015
2019-06-11,20.269999999999982
2019-06-12,19.29399999999987
2019-06-13,19.116999999999962
2019-06-14,19.136999999999944
2019-06-15,19.250999999999976
2019-06-16,19.64799999999991
2019-06-17,20.003999999999905
2019-06-18,19.603999999999814
2019-06-19,19.510999999999967
2019-06-20,19.291999999999916
2019-06-21,18.199999999999818
2019-06-22,16.91899999999987
2019-06-23,16.621999999999844
2019-06-24,16.659999999999854
2019-06-25,15.190999999999804
2019-06-26,14.006999999999834
2019-06-27,13.81399999999985
2019-06-28,13.598999999999933
2019-06-29,13.435999999999922
2019-06-30,13.057999999999993
2019-07-01,12.185999999999922
2019-07-02,11.732999999999947
2019-07-03,11.890999999999849
2019-07-04,12.237999999999829
2019-07-05,13.962999999999965
2019-07-06,13.222999999999956
2019-07-07,12.45399999999995
2019-07-08,12.413999999999987
2019-07-09,13.271999999999935
2019-07-10,12.698999999999842
2019-07-11,11.77599999999984
2019-07-12,11.601999999999862
2019-07-13,11.669999999999845
2019-07-14,11.81899999999996
2019-07-15,12.015999999999849
2019-07-16,11.168999999999869
2019-07-17,9.942999999999984
2019-07-18,9.125999999999976
2019-07-19,8.630999999999858
2019-07-20,8.22199999999998
2019-07-21,7.999000000000024
2019-07-22,7.661999999999807
2019-07-23,7.259999999999991
2019-07-24,6.857999999999947
2019-07-25,6.515999999999849
2019-07-26,6.285999999999831
2019-07-27,6.091999999999871
2019-07-28,5.8819999999998345
2019-07-29,5.666999999999916
2019-07-30,5.462999999999965
2019-07-31,5.3159999999998035
2019-08-01,5.201999999999998
2019-08-02,5.102999999999838
2019-08-03,5.125999999999976
2019-08-04,5.022999999999911
2019-08-05,4.849999999999909
2019-08-06,4.7289999999998145
2019-08-07,4.668999999999869
2019-08-08,4.613999999999805
2019-08-09,4.523999999999887
2019-08-10,4.395999999999958
2019-08-11,4.337999999999965
2019-08-12,5.130999999999858
2019-08-13,5.2199999999998
2019-08-14,5.038999999999987
2019-08-15,4.809999999999945
2019-08-16,4.510000000000218
2019-08-17,4.497833333333347
2019-08-18,4.678875000000062
2019-08-19,5.39129166666612
2019-08-20,6.9989583333333485
2019-08-21,10.235375000000204
2019-08-22,14.38608333333309
2019-08-23,17.257833333333338
2019-08-24,19.7396521739131
2019-08-25,21.178076923076787
2019-08-26,21.18708333333325
2019-08-27,20.709416666666584
2019-08-28,19.412000000000035
2019-08-29,18.65000000000032
2019-08-30,18.19445833333316
2019-08-31,18.197695652173934
2019-09-01,18.440208333333203
2019-09-02,18.7349999999999
2019-09-03,20.080999999999904
2019-09-04,21.129624999999805
2019-09-05,22.223833333333232
2019-09-06,23.108105263157768
2019-09-10,26.205666666666502
2019-10-19,25.954250000000002
2019-10-20,25.921374999999898
2019-10-21,25.832875000000058
2019-10-22,25.66058333333308
2019-10-23,25.748083333333398
2019-10-24,25.818874999999935
2019-10-25,25.83904166666639
2019-10-26,25.821958333333214
2019-10-27,25.811666666666724
2019-10-28,25.78675000000044
2019-10-29,25.791499999999587
2019-10-30,25.782285714285763
2019-10-31,25.743368421052537
2019-11-01,25.73102631578945
2019-11-02,25.718684210526362
2019-11-03,25.706342105263275
2019-11-04,25.69399999999996
2019-11-05,25.672166666666044
2019-11-06,25.6565833333334
2019-11-07,25.655727272727063
2019-11-08,25.69946666666624
2019-11-09,25.72474999999963
2019-11-10,25.654416666666748
2019-11-11,25.613374999999678
2019-11-12,25.695708333333187
2019-11-13,25.688874999999825
2019-11-14,25.58875000000012
2019-11-15,25.533818181818106
2019-11-16,25.53654166666638
2019-11-17,25.637714285714083
2019-11-18,25.600749999999607
2019-11-19,25.559291666666695
2019-11-20,25.502541666666502
2019-11-21,25.440695652173645
2019-11-22,25.44733333333329
2019-11-23,25.537791666666863
2019-11-24,25.556333333332987
2019-11-25,25.511833333333243
2019-11-26,25.53758333333326
2019-11-27,25.54633333333345
2019-11-28,25.53320833333305
2019-11-29,25.55920833333289
2019-11-30,25.5787499999999
2019-12-01,25.568958333333512
2019-12-02,25.510500000000093
2019-12-03,25.483041666666622
2019-12-04,25.490208333333385
2019-12-05,25.48833333333323
2019-12-06,25.466708333333145
2019-12-07,25.495125000000144
2019-12-08,25.511130434782444
2019-12-09,25.464958333333016
2019-12-10,25.423541666666324
2019-12-11,25.397041666666837
2019-12-12,25.37758333333295
2019-12-13,25.360913043478376
2019-12-14,25.331291666666857
2019-12-15,25.356000000000222
2019-12-16,25.420083333333196
2019-12-17,25.443347826086438
2019-12-18,25.435208333333094
2019-12-19,25.38922222222186
2019-12-20,25.35129166666661
2019-12-21,25.31216666666637
2019-12-22,25.261624999999867
2019-12-23,25.295916666666244
2019-12-24,25.31549999999993
2019-12-25,25.412000000000035
2019-12-26,25.534708333333356
2019-12-27,25.465749999999844
2019-12-28,25.339304347825646
2019-12-29,25.33360869565172
2019-12-30,25.340624999999818
2019-12-31,25.31112499999972
2020-01-01,25.317999999999984
2020-01-02,25.339708333333192
2020-01-03,25.308124999999563
2020-01-04,25.27616666666654
2020-01-05,25.29629166666632
2020-01-06,25.29158333333271
2020-01-07,25.280124999999998
2020-01-08,25.28541666666638
2020-01-09,25.288458333333665
2020-01-10,25.281249999999773
2020-01-11,25.266583333333074
2020-01-12,25.244458333333796
